respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
39041,0.5,0.27,0.04
39042,0.5,0.65,0.11
39043,0.5,0.2,0.06
39044,0.5,0.97,0.91
39045,0.5,0.8,0.19
39046,0.5,0.07,0.07
39047,0.5,0.25,0.23
39048,0.5,0.58,0.42
39049,0.5,0.41,0.19
39050,0.5,0.72,0.09
39051,0.5,0.19,0.07
39052,0.5,0.7,0.44
39053,0.5,0.51,0.35
39054,0.5,0.24,0.04
39055,0.5,0.22,0.22
39056,0.5,0.07,0.03
39057,0.5,0.09,0.01
39058,0.5,0.21,0.15
39059,0.5,0.03,0.01
39060,0.5,0.54,0.32
39061,0.5,0.42,0.07
39062,0.5,0.19,0.08
39063,0.5,0.65,0.27
39064,0.5,0.28,0.24
39065,0.5,0.6,0.25
39066,0.5,0.68,0.03
39067,0.5,0.84,0.31
39068,0.5,0.31,0.05
39069,0.5,0.35,0.14
39070,0.5,0.62,0.12
39071,0.5,0.49,0.22
39072,0.5,0.09,0.03
39073,0.5,0.33,0.25
39074,0.5,0.71,0.19
39075,0.5,0.52,0.29
39076,0.5,0.0,0.01
39077,0.5,0.78,0.12
39078,0.5,0.02,0.06
39079,0.5,0.16,0.13
39080,0.5,0.81,0.42
39081,0.5,0.13,0.12
39082,0.5,0.04,0.03
39083,0.5,0.15,0.08
39084,0.5,0.9,0.3
39085,0.5,0.67,0.31
39086,0.5,0.1,0.03
39087,0.5,0.43,0.23
39088,0.5,0.85,0.66
39089,0.5,0.38,0.16
39090,0.5,0.7,0.45
39091,0.5,0.9,0.36
39092,0.5,0.45,0.51
39093,0.5,0.49,0.33
39094,0.5,0.55,0.05
39095,0.5,0.44,0.36
39096,0.5,0.17,0.08
39097,0.5,0.65,0.23
39098,0.5,0.22,0.12
39099,0.5,0.61,0.47
39100,0.5,0.59,0.23
39101,0.5,0.86,0.17
39102,0.5,0.17,0.02
39103,0.5,0.15,0.09
39104,0.5,0.29,0.06
39105,0.5,0.42,0.3
39106,0.5,0.72,0.03
39107,0.5,0.66,0.27
39108,0.5,0.38,0.52
39109,0.5,0.86,0.26
39110,0.5,0.77,0.06
39111,0.5,0.64,0.26
39112,0.5,0.55,0.19
39113,0.5,0.66,0.22
39114,0.5,0.59,0.41
39115,0.5,0.25,0.09
39116,0.5,0.15,0.13
39117,0.5,0.56,0.03
39118,0.5,0.2,0.11
39119,0.5,0.78,0.45
39120,0.5,0.88,0.62
39121,0.5,0.18,0.03
39122,0.5,0.06,0.07
39123,0.5,0.83,0.07
39124,0.5,0.64,0.07
39125,0.5,0.37,0.08
39126,0.5,0.32,0.12
39127,0.5,0.92,0.56
39128,0.5,0.5,0.05
39129,0.5,0.17,0.11
39130,0.5,0.93,0.56
39131,0.5,0.79,0.61
39132,0.5,0.8,0.11
39133,0.5,0.04,0.03
39134,0.5,0.43,0.22
39135,0.5,0.65,0.34
39136,0.5,0.61,0.14
39137,0.5,0.82,0.09
39138,0.5,0.5,0.16
39139,0.5,0.43,0.17
39140,0.5,0.91,0.6
39141,0.5,0.47,0.46
39142,0.5,0.62,0.08
39143,0.5,0.28,0.04
39144,0.5,0.42,0.05
39145,0.5,0.82,0.53
39146,0.5,0.22,0.3
39147,0.5,0.21,0.06
39148,0.5,0.39,0.15
39149,0.5,0.25,0.31
39150,0.5,0.08,0.03
39151,0.5,0.2,0.09
39152,0.5,0.77,0.38
39153,0.5,0.43,0.14
39154,0.5,0.11,0.11
39155,0.5,0.72,0.46
39156,0.5,0.89,0.5
39157,0.5,0.29,0.07
39158,0.5,0.47,0.16
39159,0.5,0.1,0.05
39160,0.5,0.58,0.13
39161,0.5,0.56,0.17
39162,0.5,0.29,0.12
39163,0.5,0.89,0.14
39164,0.5,0.29,0.26
39165,0.5,0.85,0.11
39166,0.5,0.77,0.13
39167,0.5,0.45,0.08
39168,0.5,0.17,0.03
39169,0.5,0.27,0.03
39170,0.5,0.76,0.45
39171,0.5,0.21,0.1
39172,0.5,0.74,0.64
39173,0.5,0.25,0.04
39174,0.5,0.68,0.12
39175,0.5,0.23,0.09
39176,0.5,0.58,0.36
39177,0.5,0.72,0.05
39178,0.5,0.55,0.15
39179,0.5,0.42,0.1
39180,0.5,0.74,0.29
39181,0.5,0.46,0.15
39182,0.5,0.18,0.17
39183,0.5,0.86,0.6
39184,0.5,0.33,0.12
39185,0.5,0.54,0.3
39186,0.5,0.53,0.07
39187,0.5,0.45,0.04
39188,0.5,0.74,0.44
39189,0.5,0.11,0.02
39190,0.5,0.15,0.08
39191,0.5,0.42,0.47
39192,0.5,0.43,0.38
39193,0.5,0.4,0.28
39194,0.5,0.2,0.13
39195,0.5,0.09,0.01
39196,0.5,0.6,0.45
39197,0.5,0.49,0.31
39198,0.5,0.68,0.29
39199,0.5,0.23,0.13
39200,0.5,0.07,0.05
39201,0.5,0.84,0.24
39202,0.5,0.16,0.04
39203,0.5,0.69,0.33
39204,0.5,0.55,0.21
39205,0.5,0.3,0.03
39206,0.5,0.95,0.78
39207,0.5,0.79,0.19
39208,0.5,0.36,0.06
39209,0.5,0.76,0.08
39210,0.5,0.28,0.17
39211,0.5,0.11,0.01
39212,0.5,0.19,0.05
39213,0.5,0.45,0.17
39214,0.5,0.74,0.47
39215,0.5,0.84,0.44
39216,0.5,0.11,0.03
39217,0.5,0.59,0.06
39218,0.5,0.91,0.29
39219,0.5,0.25,0.15
39220,0.5,0.18,0.08
39221,0.5,0.96,0.81
39222,0.5,0.79,0.64
39223,0.5,0.15,0.09
39224,0.5,0.26,0.13
39225,0.5,0.57,0.47
39226,0.5,0.58,0.41
39227,0.5,0.09,0.02
39228,0.5,0.12,0.11
39229,0.5,0.77,0.14
39230,0.5,0.03,0.03
39231,0.5,0.36,0.12
39232,0.5,0.81,0.64
39233,0.5,0.48,0.14
39234,0.5,0.84,0.19
39235,0.5,0.38,0.05
39236,0.5,0.13,0.02
39237,0.5,0.32,0.19
39238,0.5,0.64,0.49
39239,0.5,0.04,0.04
39240,0.5,0.15,0.05
39241,0.5,0.85,0.68
39242,0.5,0.35,0.19
39243,0.5,0.59,0.47
39244,0.5,0.28,0.07
39245,0.5,0.01,0.02
39246,0.5,0.28,0.18
39247,0.5,0.71,0.38
39248,0.5,0.7,0.22
39249,0.5,0.77,0.54
39250,0.5,0.25,0.08
39251,0.5,0.55,0.55
39252,0.5,0.3,0.06
39253,0.5,0.16,0.1
39254,0.5,0.3,0.14
39255,0.5,0.37,0.1
39256,0.5,0.22,0.17
39257,0.5,0.24,0.14
39258,0.5,0.84,0.39
39259,0.5,0.24,0.03
39260,0.5,0.21,0.11
39261,0.5,0.08,0.02
39262,0.5,0.91,0.46
39263,0.5,0.13,0.01
39264,0.5,0.17,0.09
39265,0.5,0.87,0.12
39266,0.5,0.39,0.12
39267,0.5,0.11,0.03
39268,0.5,0.65,0.08
39269,0.5,0.34,0.06
39270,0.5,0.09,0.07
39271,0.5,0.55,0.05
39272,0.5,0.2,0.05
39273,0.5,0.44,0.3
39274,0.5,0.16,0.1
39275,0.5,0.76,0.14
39276,0.5,0.97,0.21
39277,0.5,0.11,0.02
39278,0.5,0.78,0.46
39279,0.5,0.61,0.22
39280,0.5,0.67,0.26
39281,0.5,0.7,0.25
39282,0.5,0.62,0.14
39283,0.5,0.9,0.63
39284,0.5,0.07,0.04
39285,0.5,0.24,0.07
39286,0.5,0.44,0.24
39287,0.5,0.89,0.04
39288,0.5,0.28,0.06
39289,0.5,0.61,0.11
39290,0.5,0.43,0.34
39291,0.5,0.49,0.17
39292,0.5,0.12,0.04
39293,0.5,0.77,0.69
39294,0.5,0.08,0.05
39295,0.5,0.45,0.04
39296,0.5,0.88,0.45
39297,0.5,0.18,0.06
39298,0.5,0.55,0.03
39299,0.5,0.61,0.31
39300,0.5,0.28,0.16
39301,0.5,0.59,0.16
39302,0.5,0.43,0.25
39303,0.5,0.49,0.05
39304,0.5,0.54,0.42
39305,0.5,0.4,0.2
39306,0.5,0.25,0.02
39307,0.5,0.21,0.03
39308,0.5,0.89,0.72
39309,0.5,0.92,0.73
39310,0.5,0.17,0.05
39311,0.5,0.84,0.55
39312,0.5,0.25,0.09
39313,0.5,0.66,0.19
39314,0.5,0.7,0.55
39315,0.5,0.89,0.39
39316,0.5,0.05,0.03
39317,0.5,0.75,0.16
39318,0.5,0.18,0.08
39319,0.5,0.76,0.18
39320,0.5,0.58,0.53
39321,0.5,0.05,0.03
39322,0.5,0.33,0.12
39323,0.5,0.17,0.06
39324,0.5,0.55,0.17
39325,0.5,0.55,0.29
39326,0.5,0.55,0.36
39327,0.5,0.15,0.02
39328,0.5,0.61,0.5
39329,0.5,0.65,0.37
39330,0.5,0.17,0.15
39331,0.5,0.14,0.07
39332,0.5,0.17,0.02
39333,0.5,0.3,0.16
39334,0.5,0.68,0.08
39335,0.5,0.05,0.01
39336,0.5,0.29,0.05
39337,0.5,0.44,0.26
39338,0.5,0.61,0.25
39339,0.5,0.14,0.05
39340,0.5,0.27,0.1
39341,0.5,0.16,0.17
39342,0.5,0.37,0.27
39343,0.5,0.82,0.38
39344,0.5,0.67,0.23
39345,0.5,0.57,0.17
39346,0.5,0.66,0.4
39347,0.5,0.58,0.53
39348,0.5,0.44,0.14
39349,0.5,0.55,0.08
39350,0.5,0.71,0.48
39351,0.5,0.58,0.13
39352,0.5,0.33,0.07
39353,0.5,0.67,0.15
39354,0.5,0.74,0.64
39355,0.5,0.9,0.64
39356,0.5,0.21,0.09
39357,0.5,0.09,0.03
39358,0.5,0.34,0.24
39359,0.5,0.73,0.2
39360,0.5,0.67,0.14
39361,0.5,0.92,0.57
39362,0.5,0.08,0.06
39363,0.5,0.45,0.38
39364,0.5,0.83,0.39
39365,0.5,0.3,0.02
39366,0.5,0.62,0.14
39367,0.5,0.69,0.06
39368,0.5,0.32,0.21
39369,0.5,0.02,0.03
39370,0.5,0.83,0.11
39371,0.5,0.26,0.08
39372,0.5,0.85,0.53
39373,0.5,0.37,0.03
39374,0.5,0.97,0.69
39375,0.5,0.26,0.1
39376,0.5,0.76,0.81
39377,0.5,0.56,0.25
39378,0.5,0.39,0.18
39379,0.5,0.55,0.64
39380,0.5,0.09,0.05
39381,0.5,0.17,0.04
39382,0.5,0.31,0.08
39383,0.5,0.02,0.05
39384,0.5,0.83,0.34
39385,0.5,0.01,0.0
39386,0.5,0.16,0.52
39387,0.5,0.17,0.03
39388,0.5,0.86,0.31
39389,0.5,0.42,0.25
39390,0.5,0.67,0.64
39391,0.5,0.61,0.1
39392,0.5,0.78,0.56
39393,0.5,0.84,0.63
39394,0.5,0.74,0.29
39395,0.5,0.3,0.51
39396,0.5,0.43,0.11
39397,0.5,0.11,0.1
39398,0.5,0.56,0.17
39399,0.5,0.23,0.11
39400,0.5,0.66,0.15
39401,0.5,0.5,0.25
39402,0.5,0.64,0.48
39403,0.5,0.79,0.25
39404,0.5,0.46,0.16
39405,0.5,0.11,0.05
39406,0.5,0.42,0.17
39407,0.5,0.95,0.07
39408,0.5,0.11,0.1
39409,0.5,0.16,0.04
39410,0.5,0.52,0.08
39411,0.5,0.51,0.18
39412,0.5,0.19,0.08
39413,0.5,0.63,0.21
39414,0.5,0.7,0.21
39415,0.5,0.22,0.19
39416,0.5,0.26,0.14
39417,0.5,0.9,0.6
39418,0.5,0.3,0.49
39419,0.5,0.52,0.15
39420,0.5,0.05,0.08
39421,0.5,0.05,0.06
39422,0.5,0.39,0.34
39423,0.5,0.87,0.22
39424,0.5,0.1,0.06
39425,0.5,0.65,0.53
39426,0.5,0.19,0.08
39427,0.5,0.82,0.07
39428,0.5,0.9,0.81
39429,0.5,0.71,0.29
39430,0.5,0.3,0.36
39431,0.5,0.14,0.25
39432,0.5,0.64,0.42
39433,0.5,0.29,0.07
39434,0.5,0.47,0.14
39435,0.5,0.55,0.11
39436,0.5,0.72,0.3
39437,0.5,0.75,0.09
39438,0.5,0.91,0.74
39439,0.5,0.24,0.21
39440,0.5,0.93,0.82
39441,0.5,0.04,0.03
39442,0.5,0.67,0.4
39443,0.5,0.89,0.84
39444,0.5,0.55,0.19
39445,0.5,0.26,0.03
39446,0.5,0.14,0.02
39447,0.5,0.65,0.3
39448,0.5,0.12,0.0
39449,0.5,0.77,0.42
39450,0.5,0.51,0.14
39451,0.5,0.37,0.11
39452,0.5,0.3,0.15
39453,0.5,0.24,0.17
39454,0.5,0.84,0.48
39455,0.5,0.21,0.03
39456,0.5,0.11,0.08
39457,0.5,0.29,0.14
39458,0.5,0.73,0.35
39459,0.5,0.77,0.1
39460,0.5,0.18,0.09
39461,0.5,0.46,0.15
39462,0.5,0.81,0.68
39463,0.5,0.31,0.14
39464,0.5,0.33,0.11
39465,0.5,0.2,0.01
39466,0.5,0.18,0.14
39467,0.5,0.84,0.28
39468,0.5,0.53,0.13
39469,0.5,0.16,0.13
39470,0.5,0.42,0.04
39471,0.5,0.13,0.04
39472,0.5,0.41,0.35
39473,0.5,0.47,0.36
39474,0.5,0.33,0.17
39475,0.5,0.76,0.3
39476,0.5,0.29,0.22
39477,0.5,0.06,0.02
39478,0.5,0.32,0.14
39479,0.5,0.52,0.21
39480,0.5,0.25,0.07
39481,0.5,0.7,0.17
39482,0.5,0.88,0.06
39483,0.5,0.08,0.05
39484,0.5,0.06,0.05
39485,0.5,0.53,0.07
39486,0.5,0.29,0.08
39487,0.5,0.74,0.17
39488,0.5,0.54,0.22
39489,0.5,0.58,0.31
39490,0.5,0.9,0.69
39491,0.5,0.09,0.05
39492,0.5,0.82,0.72
39493,0.5,0.56,0.24
39494,0.5,0.54,0.01
39495,0.5,0.23,0.31
39496,0.5,0.66,0.35
39497,0.5,0.57,0.54
39498,0.5,0.33,0.17
39499,0.5,0.66,0.4
39500,0.5,0.53,0.07
39501,0.5,0.21,0.05
39502,0.5,0.78,0.63
39503,0.5,0.74,0.29
39504,0.5,0.06,0.01
39505,0.5,0.09,0.2
39506,0.5,0.77,0.52
39507,0.5,0.62,0.43
39508,0.5,0.39,0.07
39509,0.5,0.35,0.16
39510,0.5,0.13,0.07
39511,0.5,0.35,0.11
39512,0.5,0.23,0.15
39513,0.5,0.55,0.12
39514,0.5,0.3,0.44
39515,0.5,0.65,0.15
39516,0.5,0.14,0.03
39517,0.5,0.58,0.19
39518,0.5,0.65,0.34
39519,0.5,0.34,0.01
39520,0.5,0.49,0.2
39521,0.5,0.39,0.26
39522,0.5,0.55,0.2
39523,0.5,0.14,0.09
39524,0.5,0.77,0.15
39525,0.5,0.8,0.06
39526,0.5,0.12,0.07
39527,0.5,0.11,0.03
39528,0.5,0.42,0.08
39529,0.5,0.54,0.37
39530,0.5,0.62,0.22
39531,0.5,0.81,0.61
39532,0.5,0.63,0.1
39533,0.5,0.04,0.05
39534,0.5,0.66,0.07
39535,0.5,0.8,0.11
39536,0.5,0.16,0.03
39537,0.5,0.46,0.12
39538,0.5,0.51,0.1
39539,0.5,0.77,0.67
39540,0.5,0.65,0.35
39541,0.5,0.15,0.07
39542,0.5,0.31,0.08
39543,0.5,0.43,0.28
39544,0.5,0.3,0.23
39545,0.5,0.06,0.0
39546,0.5,0.31,0.08
39547,0.5,0.68,0.38
39548,0.5,0.28,0.09
39549,0.5,0.98,0.15
39550,0.5,0.63,0.02
39551,0.5,0.31,0.08
39552,0.5,0.51,0.28
39553,0.5,0.46,0.1
39554,0.5,0.68,0.44
39555,0.5,0.5,0.06
39556,0.5,0.89,0.15
39557,0.5,0.26,0.15
39558,0.5,0.57,0.18
39559,0.5,0.22,0.04
39560,0.5,0.13,0.04
39561,0.5,0.53,0.32
39562,0.5,0.1,0.06
39563,0.5,0.56,0.07
39564,0.5,0.8,0.45
39565,0.5,0.74,0.08
39566,0.5,0.42,0.19
39567,0.5,0.63,0.22
39568,0.5,0.64,0.08
39569,0.5,0.17,0.06
39570,0.5,0.54,0.35
39571,0.5,0.73,0.42
39572,0.5,0.54,0.43
39573,0.5,0.18,0.09
39574,0.5,0.56,0.34
39575,0.5,0.66,0.4
39576,0.5,0.32,0.19
39577,0.5,0.29,0.11
39578,0.5,0.15,0.31
39579,0.5,0.63,0.24
39580,0.5,0.7,0.7
39581,0.5,0.69,0.41
39582,0.5,0.75,0.31
39583,0.5,0.19,0.1
39584,0.5,0.64,0.52
39585,0.5,0.73,0.16
39586,0.5,0.58,0.51
39587,0.5,0.81,0.12
39588,0.5,0.46,0.23
39589,0.5,0.44,0.05
39590,0.5,0.13,0.04
39591,0.5,0.1,0.05
39592,0.5,0.18,0.11
39593,0.5,0.63,0.29
39594,0.5,0.81,0.22
39595,0.5,0.8,0.39
39596,0.5,0.9,0.09
39597,0.5,0.28,0.24
39598,0.5,0.07,0.02
39599,0.5,0.82,0.71
39600,0.5,0.13,0.08
39601,0.5,0.2,0.15
39602,0.5,0.25,0.04
39603,0.5,0.69,0.44
39604,0.5,0.23,0.02
39605,0.5,0.38,0.32
39606,0.5,0.58,0.23
39607,0.5,0.21,0.06
39608,0.5,0.76,0.19
39609,0.5,0.67,0.16
39610,0.5,0.28,0.41
39611,0.5,0.8,0.48
39612,0.5,0.08,0.07
39613,0.5,0.14,0.01
39614,0.5,0.82,0.5
39615,0.5,0.77,0.4
39616,0.5,0.43,0.08
39617,0.5,0.71,0.47
39618,0.5,0.83,0.55
39619,0.5,0.76,0.46
39620,0.5,0.86,0.33
39621,0.5,0.56,0.15
39622,0.5,0.32,0.25
39623,0.5,0.09,0.08
39624,0.5,0.22,0.19
39625,0.5,0.48,0.14
39626,0.5,0.11,0.06
39627,0.5,0.61,0.42
39628,0.5,0.89,0.6
39629,0.5,0.69,0.16
39630,0.5,0.57,0.36
39631,0.5,0.75,0.09
39632,0.5,0.11,0.04
39633,0.5,0.85,0.12
39634,0.5,0.9,0.73
39635,0.5,0.14,0.02
39636,0.5,0.66,0.08
39637,0.5,0.14,0.03
39638,0.5,0.66,0.17
39639,0.5,0.69,0.45
39640,0.5,0.71,0.36
39641,0.5,0.72,0.56
39642,0.5,0.61,0.17
39643,0.5,0.95,0.54
39644,0.5,0.57,0.22
39645,0.5,0.04,0.06
39646,0.5,0.44,0.11
39647,0.5,0.92,0.1
39648,0.5,0.82,0.34
39649,0.5,0.11,0.07
39650,0.5,0.44,0.24
39651,0.5,0.13,0.03
39652,0.5,0.91,0.02
39653,0.5,0.77,0.27
39654,0.5,0.26,0.07
39655,0.5,0.15,0.11
39656,0.5,0.87,0.25
39657,0.5,0.19,0.05
39658,0.5,0.51,0.34
39659,0.5,0.8,0.49
39660,0.5,0.06,0.02
39661,0.5,0.16,0.15
39662,0.5,0.08,0.06
39663,0.5,0.51,0.14
39664,0.5,0.72,0.18
39665,0.5,0.43,0.06
39666,0.5,0.6,0.34
39667,0.5,0.28,0.1
39668,0.5,0.94,0.68
39669,0.5,0.72,0.52
39670,0.5,0.16,0.01
39671,0.5,0.49,0.2
39672,0.5,0.4,0.18
39673,0.5,0.24,0.05
39674,0.5,0.75,0.24
39675,0.5,0.14,0.02
39676,0.5,0.36,0.26
39677,0.5,0.52,0.58
39678,0.5,0.08,0.05
39679,0.5,0.93,0.72
39680,0.5,0.06,0.14
39681,0.5,0.34,0.07
39682,0.5,0.11,0.14
39683,0.5,0.42,0.23
39684,0.5,0.3,0.07
39685,0.5,0.68,0.7
39686,0.5,0.13,0.13
39687,0.5,0.72,0.39
39688,0.5,0.58,0.09
39689,0.5,0.88,0.45
39690,0.5,0.32,0.14
39691,0.5,0.53,0.14
39692,0.5,0.76,0.03
39693,0.5,0.77,0.13
39694,0.5,0.4,0.18
39695,0.5,0.76,0.29
39696,0.5,0.85,0.34
39697,0.5,0.5,0.12
39698,0.5,0.88,0.09
39699,0.5,0.07,0.02
39700,0.5,0.31,0.04
39701,0.5,0.14,0.06
39702,0.5,0.9,0.08
39703,0.5,0.93,0.67
39704,0.5,0.32,0.09
39705,0.5,0.42,0.21
39706,0.5,0.15,0.07
39707,0.5,0.25,0.02
39708,0.5,0.14,0.05
39709,0.5,0.23,0.2
39710,0.5,0.84,0.71
39711,0.5,0.39,0.26
39712,0.5,0.26,0.05
39713,0.5,0.73,0.35
39714,0.5,0.1,0.03
39715,0.5,0.81,0.07
39716,0.5,0.26,0.06
39717,0.5,0.49,0.3
39718,0.5,0.88,0.13
39719,0.5,0.2,0.03
39720,0.5,0.19,0.19
39721,0.5,0.43,0.12
39722,0.5,0.85,0.13
39723,0.5,0.57,0.09
39724,0.5,0.69,0.14
39725,0.5,0.79,0.58
39726,0.5,0.03,0.03
39727,0.5,0.77,0.13
39728,0.5,0.47,0.16
39729,0.5,0.16,0.1
39730,0.5,0.64,0.08
39731,0.5,0.19,0.04
39732,0.5,0.1,0.01
39733,0.5,0.15,0.02
39734,0.5,0.31,0.13
39735,0.5,0.44,0.21
39736,0.5,0.13,0.06
39737,0.5,0.43,0.17
39738,0.5,0.74,0.42
39739,0.5,0.52,0.41
39740,0.5,0.61,0.43
39741,0.5,0.09,0.1
39742,0.5,0.83,0.62
39743,0.5,0.67,0.08
39744,0.5,0.67,0.18
39745,0.5,0.3,0.3
39746,0.5,0.05,0.02
39747,0.5,0.68,0.56
39748,0.5,0.05,0.03
39749,0.5,0.19,0.15
39750,0.5,0.62,0.16
39751,0.5,0.08,0.02
39752,0.5,0.37,0.26
39753,0.5,0.91,0.1
39754,0.5,0.1,0.04
39755,0.5,0.95,0.67
39756,0.5,0.72,0.1
39757,0.5,0.27,0.14
39758,0.5,0.48,0.39
39759,0.5,0.29,0.05
39760,0.5,0.55,0.02
39761,0.5,0.43,0.28
39762,0.5,0.33,0.08
39763,0.5,0.04,0.0
39764,0.5,0.33,0.1
39765,0.5,0.81,0.17
39766,0.5,0.3,0.14
39767,0.5,0.2,0.03
39768,0.5,0.87,0.19
39769,0.5,0.14,0.09
39770,0.5,0.72,0.17
39771,0.5,0.74,0.22
39772,0.5,0.2,0.01
39773,0.5,0.45,0.11
39774,0.5,0.95,0.3
39775,0.5,0.82,0.04
39776,0.5,0.21,0.08
39777,0.5,0.66,0.02
39778,0.5,0.23,0.05
39779,0.5,0.18,0.03
39780,0.5,0.19,0.09
39781,0.5,0.21,0.05
39782,0.5,0.17,0.04
39783,0.5,0.33,0.07
39784,0.5,0.42,0.06
39785,0.5,0.18,0.05
39786,0.5,0.42,0.17
39787,0.5,0.71,0.48
39788,0.5,0.68,0.17
39789,0.5,0.77,0.59
39790,0.5,0.18,0.06
39791,0.5,0.5,0.23
39792,0.5,0.21,0.06
39793,0.5,0.25,0.14
39794,0.5,0.74,0.5
39795,0.5,0.15,0.09
39796,0.5,0.16,0.03
39797,0.5,0.17,0.06
39798,0.5,0.51,0.08
39799,0.5,0.71,0.16
39800,0.5,0.35,0.22
39801,0.5,0.32,0.17
39802,0.5,0.68,0.1
39803,0.5,0.49,0.19
39804,0.5,0.07,0.14
39805,0.5,0.34,0.05
39806,0.5,0.13,0.04
39807,0.5,0.27,0.0
39808,0.5,0.14,0.05
39809,0.5,0.44,0.29
39810,0.5,0.79,0.23
39811,0.5,0.55,0.38
39812,0.5,0.14,0.08
39813,0.5,0.58,0.52
39814,0.5,0.8,0.75
39815,0.5,0.48,0.14
39816,0.5,0.22,0.22
39817,0.5,0.68,0.38
39818,0.5,0.04,0.01
39819,0.5,0.18,0.1
39820,0.5,0.84,0.15
39821,0.5,0.72,0.3
39822,0.5,0.16,0.05
39823,0.5,0.56,0.07
39824,0.5,0.24,0.08
39825,0.5,0.11,0.09
39826,0.5,0.82,0.52
39827,0.5,0.34,0.34
39828,0.5,0.49,0.15
39829,0.5,0.08,0.08
39830,0.5,0.18,0.02
39831,0.5,0.06,0.09
39832,0.5,0.05,0.03
39833,0.5,0.45,0.29
39834,0.5,0.69,0.22
39835,0.5,0.13,0.06
39836,0.5,0.61,0.11
39837,0.5,0.36,0.15
39838,0.5,0.86,0.09
39839,0.5,0.76,0.26
39840,0.5,0.42,0.04
39841,0.5,0.66,0.48
39842,0.5,0.27,0.11
39843,0.5,0.27,0.06
39844,0.5,0.13,0.04
39845,0.5,0.77,0.08
39846,0.5,0.6,0.24
39847,0.5,0.61,0.15
39848,0.5,0.11,0.04
39849,0.5,0.22,0.1
39850,0.5,0.89,0.7
39851,0.5,0.5,0.06
39852,0.5,0.1,0.09
39853,0.5,0.3,0.15
39854,0.5,0.52,0.18
39855,0.5,0.23,0.16
39856,0.5,0.09,0.05
39857,0.5,0.65,0.2
39858,0.5,0.58,0.16
39859,0.5,0.54,0.11
39860,0.5,0.67,0.45
39861,0.5,0.76,0.09
39862,0.5,0.43,0.13
39863,0.5,0.09,0.07
39864,0.5,0.56,0.28
39865,0.5,0.64,0.16
39866,0.5,0.07,0.04
39867,0.5,0.3,0.1
39868,0.5,0.77,0.76
39869,0.5,0.72,0.03
39870,0.5,0.25,0.16
39871,0.5,0.26,0.06
39872,0.5,0.15,0.02
39873,0.5,0.61,0.35
39874,0.5,0.86,0.1
39875,0.5,0.23,0.19
39876,0.5,0.18,0.01
39877,0.5,0.07,0.03
39878,0.5,0.06,0.03
39879,0.5,0.27,0.21
39880,0.5,0.62,0.21
39881,0.5,0.11,0.1
39882,0.5,0.18,0.33
39883,0.5,0.78,0.59
39884,0.5,0.21,0.17
39885,0.5,0.23,0.04
39886,0.5,0.73,0.08
39887,0.5,0.1,0.01
39888,0.5,0.11,0.06
39889,0.5,0.64,0.2
39890,0.5,0.44,0.09
39891,0.5,0.58,0.22
39892,0.5,0.17,0.22
39893,0.5,0.76,0.14
39894,0.5,0.42,0.21
39895,0.5,0.3,0.34
39896,0.5,0.62,0.27
39897,0.5,0.36,0.12
39898,0.5,0.1,0.07
39899,0.5,0.15,0.02
39900,0.5,0.42,0.15
39901,0.5,0.32,0.08
39902,0.5,0.65,0.4
39903,0.5,0.78,0.39
39904,0.5,0.16,0.1
39905,0.5,0.39,0.19
39906,0.5,0.27,0.18
39907,0.5,0.83,0.09
39908,0.5,0.76,0.28
39909,0.5,0.88,0.13
39910,0.5,0.16,0.15
39911,0.5,0.14,0.09
39912,0.5,0.66,0.26
39913,0.5,0.03,0.01
39914,0.5,0.8,0.65
39915,0.5,0.21,0.14
39916,0.5,0.13,0.01
39917,0.5,0.33,0.2
39918,0.5,0.27,0.35
39919,0.5,0.47,0.1
39920,0.5,0.68,0.24
39921,0.5,0.22,0.05
39922,0.5,0.75,0.34
39923,0.5,0.48,0.16
39924,0.5,0.18,0.06
39925,0.5,0.81,0.04
39926,0.5,0.47,0.47
39927,0.5,0.21,0.04
39928,0.5,0.33,0.18
39929,0.5,0.08,0.02
39930,0.5,0.11,0.11
39931,0.5,0.46,0.26
39932,0.5,0.83,0.16
39933,0.5,0.24,0.24
39934,0.5,0.18,0.03
39935,0.5,0.3,0.05
39936,0.5,0.32,0.13
39937,0.5,0.22,0.22
39938,0.5,0.06,0.0
39939,0.5,0.82,0.28
39940,0.5,0.61,0.25
39941,0.5,0.86,0.61
39942,0.5,0.39,0.19
39943,0.5,0.9,0.66
39944,0.5,0.9,0.59
39945,0.5,0.67,0.18
39946,0.5,0.22,0.14
39947,0.5,0.52,0.1
39948,0.5,0.26,0.14
39949,0.5,0.25,0.1
39950,0.5,0.27,0.06
39951,0.5,0.09,0.04
39952,0.5,0.6,0.29
39953,0.5,0.46,0.22
39954,0.5,0.29,0.13
39955,0.5,0.88,0.06
39956,0.5,0.19,0.07
39957,0.5,0.21,0.11
39958,0.5,0.81,0.75
39959,0.5,0.41,0.29
39960,0.5,0.18,0.18
39961,0.5,0.88,0.22
39962,0.5,0.44,0.07
39963,0.5,0.27,0.2
39964,0.5,0.72,0.19
39965,0.5,0.84,0.52
39966,0.5,0.43,0.37
39967,0.5,0.91,0.79
39968,0.5,0.2,0.1
39969,0.5,0.85,0.03
39970,0.5,0.82,0.46
39971,0.5,0.28,0.49
